Symbol,Side,Quantity,Price,Timestamp
AAPL,Buy,69,201.7001,2025-06-20T18:53:00.0000000
AAPL,Buy,76,201.73,2025-06-20T18:52:00.0000000
AAPL,Sell,91,201.7,2025-06-20T18:51:00.0000000
AAPL,Sell,73,201.7,2025-06-20T18:50:00.0000000
AAPL,Buy,69,201.6,2025-06-20T18:49:00.0000000
AAPL,Sell,76,201.71,2025-06-20T18:48:00.0000000
AAPL,Sell,99,201.72,2025-06-20T18:47:00.0000000
AAPL,Buy,6,201.7,2025-06-20T18:46:00.0000000
AAPL,Sell,92,201.72,2025-06-20T18:45:00.0000000
AAPL,Sell,80,201.7,2025-06-20T18:44:00.0000000
AAPL,Buy,40,201.7,2025-06-20T18:43:00.0000000
AAPL,Buy,84,201.72,2025-06-20T18:42:00.0000000
AAPL,Sell,62,201.7,2025-06-20T18:41:00.0000000
AAPL,Buy,67,201.73,2025-06-20T18:40:00.0000000
AAPL,Buy,32,201.7097,2025-06-20T18:39:00.0000000
AAPL,Buy,17,201.65,2025-06-20T18:38:00.0000000
AAPL,Sell,42,201.65,2025-06-20T18:37:00.0000000
AAPL,Sell,18,201.65,2025-06-20T18:36:00.0000000
AAPL,Buy,77,201.6,2025-06-20T18:35:00.0000000
AAPL,Sell,2,201.6,2025-06-20T18:34:00.0000000
AAPL,Buy,96,201.55,2025-06-20T18:33:00.0000000
AAPL,Sell,49,201.58,2025-06-20T18:32:00.0000000
AAPL,Buy,43,201.53,2025-06-20T18:31:00.0000000
AAPL,Buy,94,201.5,2025-06-20T18:30:00.0000000
AAPL,Buy,10,201.49,2025-06-20T18:29:00.0000000
AAPL,Buy,86,201.5,2025-06-20T18:28:00.0000000
AAPL,Buy,31,201.51,2025-06-20T18:27:00.0000000
AAPL,Buy,96,201.51,2025-06-20T18:26:00.0000000
AAPL,Buy,29,201.51,2025-06-20T18:25:00.0000000
AAPL,Buy,11,201.5,2025-06-20T18:24:00.0000000
AAPL,Buy,42,201.5,2025-06-20T18:23:00.0000000
AAPL,Buy,60,201.5,2025-06-20T18:22:00.0000000
AAPL,Buy,9,201.5,2025-06-20T18:21:00.0000000
AAPL,Sell,61,201.5,2025-06-20T18:20:00.0000000
AAPL,Buy,83,201.28,2025-06-20T19:59:00.0000000
AAPL,Sell,40,201.28,2025-06-20T19:58:00.0000000
AAPL,Sell,55,201.27,2025-06-20T19:57:00.0000000
AAPL,Sell,41,201.28,2025-06-20T19:56:00.0000000
AAPL,Buy,66,201.26,2025-06-20T19:55:00.0000000
AAPL,Sell,31,201.25,2025-06-20T19:54:00.0000000
AAPL,Buy,5,201.22,2025-06-20T19:53:00.0000000
AAPL,Sell,57,201.22,2025-06-20T19:52:00.0000000
AAPL,Buy,84,201.23,2025-06-20T19:51:00.0000000
AAPL,Buy,86,201.21,2025-06-20T19:50:00.0000000
AAPL,Buy,88,201.22,2025-06-20T19:49:00.0000000
AAPL,Sell,67,201.24,2025-06-20T19:48:00.0000000
AAPL,Buy,41,201.23,2025-06-20T19:47:00.0000000
AAPL,Buy,26,201.29,2025-06-20T19:46:00.0000000
AAPL,Sell,38,201.21,2025-06-20T19:45:00.0000000
AAPL,Buy,93,201.3,2025-06-20T19:44:00.0000000
AAPL,Buy,52,201.25,2025-06-20T19:43:00.0000000
AAPL,Sell,90,201.2,2025-06-20T19:42:00.0000000
AAPL,Buy,99,201.22,2025-06-20T19:41:00.0000000
AAPL,Sell,51,201.3,2025-06-20T19:40:00.0000000
AAPL,Sell,34,201.35,2025-06-20T19:39:00.0000000
AAPL,Buy,16,201.33,2025-06-20T19:38:00.0000000
AAPL,Sell,80,201.33,2025-06-20T19:37:00.0000000
AAPL,Buy,43,201.38,2025-06-20T19:36:00.0000000
AAPL,Sell,69,201.33,2025-06-20T19:35:00.0000000
AAPL,Sell,65,201.33,2025-06-20T19:34:00.0000000
AAPL,Sell,50,201.35,2025-06-20T19:33:00.0000000
AAPL,Sell,57,201.3,2025-06-20T19:32:00.0000000
AAPL,Buy,68,201.37,2025-06-20T19:31:00.0000000
AAPL,Sell,59,201.25,2025-06-20T19:30:00.0000000
AAPL,Buy,93,201.2,2025-06-20T19:29:00.0000000
AAPL,Buy,40,201.15,2025-06-20T19:28:00.0000000
AAPL,Buy,55,201.15,2025-06-20T19:27:00.0000000
AAPL,Buy,38,201.15,2025-06-20T19:26:00.0000000
AAPL,Buy,74,201.25,2025-06-20T19:25:00.0000000
AAPL,Buy,70,201.3488,2025-06-20T19:24:00.0000000
AAPL,Buy,19,201.32,2025-06-20T19:23:00.0000000
AAPL,Sell,16,201.32,2025-06-20T19:22:00.0000000
AAPL,Buy,92,201.33,2025-06-20T19:21:00.0000000
AAPL,Buy,53,201.35,2025-06-20T19:20:00.0000000
AAPL,Sell,99,201.35,2025-06-20T19:19:00.0000000
AAPL,Sell,77,201.4,2025-06-20T19:18:00.0000000
AAPL,Buy,81,201.42,2025-06-20T19:17:00.0000000
AAPL,Sell,83,201.45,2025-06-20T19:16:00.0000000
AAPL,Buy,61,201.47,2025-06-20T19:15:00.0000000
AAPL,Buy,30,201.55,2025-06-20T19:14:00.0000000
AAPL,Sell,57,201.54,2025-06-20T19:13:00.0000000
AAPL,Buy,30,201.5,2025-06-20T19:12:00.0000000
AAPL,Buy,21,201.5,2025-06-20T19:11:00.0000000
AAPL,Sell,28,201.5,2025-06-20T19:10:00.0000000
AAPL,Buy,89,201.53,2025-06-20T19:09:00.0000000
AAPL,Buy,96,201.56,2025-06-20T19:08:00.0000000
AAPL,Buy,1,201.55,2025-06-20T19:07:00.0000000
AAPL,Sell,34,201.54,2025-06-20T19:06:00.0000000
AAPL,Buy,72,201.58,2025-06-20T19:05:00.0000000
AAPL,Sell,88,201.54,2025-06-20T19:04:00.0000000
AAPL,Buy,29,201.62,2025-06-20T19:03:00.0000000
AAPL,Sell,40,201.68,2025-06-20T19:02:00.0000000
AAPL,Buy,36,201.71,2025-06-20T19:01:00.0000000
AAPL,Sell,58,201.71,2025-06-20T19:00:00.0000000
AAPL,Buy,29,201.71,2025-06-20T18:59:00.0000000
AAPL,Sell,68,201.7,2025-06-20T18:58:00.0000000
AAPL,Sell,87,201.7,2025-06-20T18:57:00.0000000
AAPL,Sell,3,201.71,2025-06-20T18:56:00.0000000
AAPL,Buy,49,201.7,2025-06-20T18:55:00.0000000
AAPL,Buy,35,201.7001,2025-06-20T18:54:00.0000000
AAPL,Sell,10,201.7001,2025-06-20T18:53:00.0000000
AAPL,Sell,30,201.73,2025-06-20T18:52:00.0000000
AAPL,Sell,26,201.7,2025-06-20T18:51:00.0000000
AAPL,Buy,5,201.7,2025-06-20T18:50:00.0000000
AAPL,Sell,1,201.6,2025-06-20T18:49:00.0000000
AAPL,Sell,63,201.71,2025-06-20T18:48:00.0000000
AAPL,Sell,51,201.72,2025-06-20T18:47:00.0000000
AAPL,Sell,11,201.7,2025-06-20T18:46:00.0000000
AAPL,Buy,34,201.72,2025-06-20T18:45:00.0000000
AAPL,Sell,75,201.7,2025-06-20T18:44:00.0000000
AAPL,Buy,28,201.7,2025-06-20T18:43:00.0000000
AAPL,Sell,33,201.72,2025-06-20T18:42:00.0000000
AAPL,Sell,30,201.7,2025-06-20T18:41:00.0000000
AAPL,Buy,80,201.73,2025-06-20T18:40:00.0000000
AAPL,Buy,16,201.7097,2025-06-20T18:39:00.0000000
AAPL,Sell,5,201.65,2025-06-20T18:38:00.0000000
AAPL,Sell,73,201.65,2025-06-20T18:37:00.0000000
AAPL,Sell,66,201.65,2025-06-20T18:36:00.0000000
AAPL,Sell,98,201.6,2025-06-20T18:35:00.0000000
AAPL,Buy,55,201.6,2025-06-20T18:34:00.0000000
AAPL,Sell,67,201.55,2025-06-20T18:33:00.0000000
AAPL,Sell,83,201.53,2025-06-20T18:31:00.0000000
AAPL,Sell,86,201.5,2025-06-20T18:30:00.0000000
AAPL,Sell,90,201.49,2025-06-20T18:29:00.0000000
AAPL,Sell,50,201.5,2025-06-20T18:28:00.0000000
AAPL,Buy,29,201.51,2025-06-20T18:27:00.0000000
AAPL,Buy,96,201.51,2025-06-20T18:26:00.0000000
AAPL,Sell,9,201.51,2025-06-20T18:25:00.0000000
AAPL,Buy,58,201.5,2025-06-20T18:24:00.0000000
AAPL,Buy,2,201.5,2025-06-20T18:23:00.0000000
AAPL,Sell,75,201.5,2025-06-20T18:22:00.0000000
AAPL,Sell,34,201.5,2025-06-20T18:21:00.0000000
AAPL,Buy,77,201.5,2025-06-20T18:20:00.0000000
